Timestamp,CPU%,Memory(MB)
2025-01-27 13:25:54,0.0,27.78
2025-01-27 13:26:09,0.0,27.78
2025-01-27 13:26:24,0.0,27.79
2025-01-27 13:26:39,0.0,27.80
2025-01-27 13:26:55,0.0,27.81
2025-01-27 13:29:00,0.0,27.81
2025-01-27 13:29:16,0.0,27.81
2025-01-27 13:29:31,0.0,27.81
2025-01-27 13:29:46,0.0,27.81
2025-01-27 13:32:37,0.0,27.81
2025-01-27 13:32:53,0.1,27.82
2025-01-27 13:33:08,0.0,27.82
2025-01-27 13:33:23,0.0,27.82
2025-01-27 13:36:08,0.0,27.82
2025-01-27 13:36:23,0.0,27.83
2025-01-27 13:36:38,0.0,27.83
2025-01-27 13:36:54,0.0,27.83
2025-01-27 13:39:07,0.0,27.83
2025-01-27 13:39:22,0.0,27.83
2025-01-27 13:39:37,0.0,27.84
2025-01-27 13:39:52,0.0,27.84
2025-01-27 13:41:43,0.0,27.84
2025-01-27 13:41:58,0.0,27.85
2025-01-27 13:42:14,2.6,27.85
2025-01-27 13:42:29,0.0,27.85
2025-01-27 13:47:36,0.0,27.85
2025-01-27 13:47:51,0.0,27.85
2025-01-27 13:48:06,0.0,27.85
2025-01-27 13:48:22,0.0,27.85
2025-01-27 13:51:27,0.0,27.85
2025-01-27 13:51:42,0.0,27.85
2025-01-27 13:51:58,0.0,27.85
2025-01-27 13:52:13,0.0,27.85
2025-01-27 13:53:18,0.0,27.85
2025-01-27 13:53:34,0.0,27.87
2025-01-27 13:53:49,0.0,27.87
2025-01-27 13:54:04,0.0,27.87
2025-01-27 14:03:03,0.0,27.89
2025-01-27 14:03:19,0.0,27.89
2025-01-27 14:03:34,0.0,27.89
2025-01-27 14:03:49,0.0,27.89
2025-01-27 14:04:04,0.0,27.89
2025-01-27 14:05:43,0.0,27.89
2025-01-27 14:05:58,0.0,27.89
2025-01-27 14:06:14,0.0,27.89
2025-01-27 14:06:29,0.0,27.89
2025-01-27 14:06:44,0.0,27.89
2025-01-27 14:06:59,0.0,27.89
2025-01-27 14:08:04,0.0,27.89
2025-01-27 14:08:19,0.0,27.89
2025-01-27 14:08:34,0.0,27.89
2025-01-27 14:08:49,0.0,27.89
2025-01-27 14:09:05,0.0,27.89
2025-01-27 14:09:40,0.0,27.89
2025-01-27 14:09:56,0.7,27.89
2025-01-27 14:10:11,0.0,27.90
2025-01-27 14:10:27,0.0,27.90
2025-01-27 14:11:16,0.0,27.90
2025-01-27 14:11:31,0.2,27.90
2025-01-27 14:11:47,0.0,27.90
2025-01-27 14:12:02,0.0,27.91
2025-01-27 14:39:46,0.0,27.91
2025-01-27 14:40:01,0.0,27.91
2025-01-27 14:40:17,0.0,27.91
2025-01-27 14:40:32,0.0,27.91
2025-01-27 14:40:47,5.3,27.91
2025-01-27 14:41:02,0.0,27.91
2025-01-27 14:51:30,0.0,27.92
2025-01-27 14:51:45,0.0,27.93
2025-01-27 14:52:01,0.0,27.93
2025-01-27 14:52:16,0.0,27.93
2025-01-27 14:52:31,0.0,27.93
2025-01-27 14:54:48,0.0,27.93
2025-01-27 14:55:04,0.0,27.93
2025-01-27 14:55:19,0.0,27.93
2025-01-27 14:55:34,0.0,27.93
2025-01-27 14:55:50,0.0,27.93
2025-01-27 14:56:05,0.0,27.93
2025-01-27 14:58:59,0.0,27.93
2025-01-27 14:59:14,0.0,27.93
2025-01-27 14:59:29,0.0,27.93
2025-01-27 14:59:45,0.0,27.93
2025-01-27 15:00:14,0.0,27.94
2025-01-27 15:00:29,0.0,27.94
2025-01-27 15:00:45,0.0,27.94
2025-01-27 15:01:00,0.0,27.94
2025-01-27 15:14:54,0.0,27.94
2025-01-27 15:15:09,0.0,27.94
2025-01-27 15:15:24,0.0,27.94
2025-01-27 15:15:40,0.0,27.94
2025-01-27 15:15:55,0.0,27.94
2025-01-27 15:17:42,0.0,27.94
2025-01-27 15:17:57,0.7,27.94
2025-01-27 15:18:13,0.0,27.94
2025-01-27 15:18:28,0.0,27.94
2025-01-27 15:18:43,0.0,27.94
2025-01-27 15:18:58,0.0,27.94
2025-01-27 15:21:11,0.0,27.94
2025-01-27 15:21:26,1.1,27.99
2025-01-27 15:21:42,0.0,29.28
2025-01-27 15:21:57,0.0,29.59
2025-01-27 15:22:12,0.0,30.03
2025-01-27 15:22:27,0.0,30.85
2025-01-27 15:22:42,0.0,30.96
2025-01-27 15:22:57,0.0,30.96
2025-01-27 15:23:12,0.0,30.96
2025-01-27 15:23:27,0.0,30.96
2025-01-27 15:23:42,0.0,30.96
2025-01-27 15:23:57,0.0,30.96
2025-01-27 15:24:12,0.0,30.96
2025-01-27 15:24:27,0.0,30.98
2025-01-27 15:24:42,0.0,30.98
2025-01-27 15:24:57,0.0,30.98
2025-01-27 15:25:13,0.0,30.99
2025-01-27 15:25:28,0.0,30.99
2025-01-27 15:25:43,0.0,30.99
2025-01-27 15:25:58,0.0,30.99
2025-01-27 15:26:13,0.0,30.99
2025-01-27 15:26:28,0.0,30.99
2025-01-27 15:26:43,0.0,31.05
2025-01-27 15:26:58,0.0,31.05
2025-01-27 15:27:13,0.0,31.05
2025-01-27 15:27:28,0.0,31.05
2025-01-27 15:27:43,0.0,31.06
2025-01-27 15:27:58,0.0,31.06
2025-01-27 15:28:13,0.0,31.06
2025-01-27 15:28:28,0.0,31.06
2025-01-27 15:28:43,0.0,31.07
2025-01-27 15:28:59,0.0,31.07
2025-01-27 15:29:14,0.0,31.07
2025-01-27 15:29:29,0.0,31.07
2025-01-27 15:29:44,0.0,31.07
2025-01-27 15:29:59,0.0,31.08
2025-01-27 15:30:14,0.0,31.08
